Study,ID,Hash,Position,Query_ID,Query,URL,Main,Search Engine,Speed,check canonical,check description,check external links,check h1,check https,check internal links,check kw_count,check kw_density,check kw_in_description-og-name,check kw_in_description-og-property,check kw_in_href,check kw_in_link-text,check kw_in_meta-content,check kw_in_meta-description,check kw_in_meta-og,check kw_in_meta-properties,check kw_in_source,check kw_in_title,check kw_in_title-meta,check kw_in_title-og,check kw_in_url,check nofollow,check og,check sitemap,check title,check title_h1_identical,check title_h1_match,check url_length,check viewport,check word_count,check wordpress,micros,micros counter,robots_txt,source ads,source company,source known,source news,source not optimized,source search engine,source shop,source top,tools ads,tools ads count,tools analytics,tools analytics count,tools caching,tools caching count,tools content,tools content count,tools seo,tools seo count,tools social,tools social count,decision_tree,rules
82,23012,0b78ba3a316a2c65bbebb90f89b22b5c,141,336,"hochwasser","https://www.antenneduesseldorf.de/artikel/live-ticker-zum-hochwasser-in-duesseldorf-und-deutschland-1008961.html","https://www.antenneduesseldorf.de/","Google",4.199,1,1,9,1,1,136,6,6.976,0,1,10,1,6,1,1,0,9,1,0,1,1,0,1,1,1,0,1,100,1,86,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,optimized
82,22929,0bc8eb8ba3440a2afdb6efe17cc6b089,58,336,"hochwasser","https://www.rnd.de/panorama/hochwasser-liveticker-merkel-besucht-heute-katastrophengebiet-in-nrw-L6GHHK2WUGIUTIXBTUZEVTYOCM.html","https://www.rnd.de/","Google",2.653,1,1,54,1,1,193,4,2.515,0,0,5,0,1,0,0,0,19,1,0,0,1,0,1,0,1,0,1,116,1,159,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,optimized,optimized
82,23022,10a42d17d74289560a41bf0fb5e18e9e,151,336,"hochwasser","https://www.nationalgeographic.de/","https://www.nationalgeographic.de/","Google",1.983,1,1,29,1,1,86,3,1.84,0,0,2,1,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,22,1,163,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,optimized
82,23042,1258bb4f598b513e2976fff3488d61b4,171,336,"hochwasser","https://www.fdp.de/","https://www.fdp.de/","Google",1.053,1,1,15,1,1,36,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,7,1,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,22878,12deb19d6caa2d04e40154d8ce8c92f3,7,336,"hochwasser","https://www.spiegel.de/thema/hochwasser/","https://www.spiegel.de/","Google",0.505,0,0,5,0,1,14,1,5.263,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28,1,19,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,optimized,optimized
82,23037,15b6ab4e190a3730c7bee1460140bfc1,166,336,"hochwasser","https://www.verband-wohneigentum.de/","https://www.verband-wohneigentum.de/","Google",2.001,0,1,8,0,1,106,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,1,1,1,0,0,24,1,374,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,optimized
82,23002,15b811f07696efc72a4de6a569003a02,131,336,"hochwasser","https://www.mainpost.de/regional/kitzingen/hochwasser-landratsamt-kitzingen-spricht-von-millionen-schaeden-art-10634252","https://www.mainpost.de/","Google",18.211,0,1,32,1,1,73,4,14.285,0,0,5,0,5,0,0,0,5,0,0,1,1,1,1,0,1,0,2,107,1,28,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,optimized,optimized
82,23004,169d1d14d8764808ea23409124acdcc2,133,336,"hochwasser","https://www.thw-ahrensburg.de/aktuelles/aktuelle-meldungen/artikel/hochwasser-statt-heiligabend/","https://www.thw-ahrensburg.de/","Google",4.096,1,1,14,1,1,111,1,1.041,0,0,1,0,2,0,0,0,4,1,0,1,1,1,1,0,1,0,1,84,1,96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,23027,16aba40d202611b8e13ef8f380eaa22e,156,336,"hochwasser","https://www.koert-ing.de/15-projekte/kuestenschutz-hochwasserschutz/42-0415-hws-polder23-terminal-oswaldkai","https://www.koert-ing.de/","Google",1.354,0,0,4,0,1,53,3,7.317,0,0,3,3,0,0,0,0,8,1,0,0,1,0,0,1,1,0,0,95,1,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Google Tag Manager,1,0,0,0,0,0,0,0,0,optimized,probably_not_optimized
82,22983,18904f7b3f7c066a5156223958822d1a,112,336,"hochwasser","https://www.drk.de/","https://www.drk.de/","Google",7.355,1,1,15,1,1,377,10,2.949,0,0,10,2,0,0,0,0,4,0,0,0,0,0,1,1,1,0,1,7,1,339,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,22919,194c6114f75f0a2bd43cd9af5fedae91,48,336,"hochwasser","https://www.blankenheim.de/de/rathaus/hochwasser","https://www.blankenheim.de/","Google",4.686,1,1,14,1,1,284,4,2.797,0,0,3,4,0,0,0,0,7,1,0,0,1,1,0,0,1,0,2,36,1,143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Piwik,1,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,23036,1a0bb543a95aea3cf0b2b608a9f34d6e,165,336,"hochwasser","https://www.elbphilharmonie.de/de/faq","https://www.elbphilharmonie.de/","Google",1.96,0,1,24,1,1,272,1,0.097,0,0,1,1,0,0,0,0,3,0,0,0,0,0,1,1,1,0,1,25,1,1026,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Google Tag Manager###GoogleTagManager tracker,2,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,23008,20bc83af7fe97e199aa7f04ee5ed0307,137,336,"hochwasser","https://www.badische-zeitung.de/so-wappnet-sich-freiburg-gegen-hochwasser--203532855.html","https://www.badische-zeitung.de/","Google",4.448,1,1,2,1,1,177,2,4.081,0,0,4,0,6,1,0,0,7,1,0,0,1,0,1,0,1,0,2,77,1,49,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,optimized,optimized
82,22873,22ffe9a356a261c32f1ac52c23cd629c,2,336,"hochwasser","https://www.tagesschau.de/inland/hochwasser-hilfe-laender-101.html","https://www.tagesschau.de/","Google",0.544,1,1,27,1,1,116,1,1.694,0,0,7,2,5,0,0,0,11,1,0,1,1,0,1,1,1,0,0,54,1,59,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,optimized,optimized
82,23054,237e8faf6675ebf72a5ed366b6965918,183,336,"hochwasser","https://svt-sanierung.de/wasserschadensanierung","https://svt-sanierung.de/","Google",3.38,1,1,39,1,1,63,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,1,39,1,66,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Google Tag Manager,1,0,0,0,0,Yoast SEO Plugin,1,0,0,optimized,optimized
82,22933,2650e579ae7b0157067079650f0d54e5,62,336,"hochwasser","https://www.fr.de/panorama/unwetter-deutschland-hochwasser-bayern-pegel-fluss-feuerwehr-flut-katastrophe-nrw-rheinland-pfalz-90867835.html","https://www.fr.de/","Google",4.558,1,1,15,1,1,117,3,9.09,0,1,12,1,5,1,1,0,27,1,0,1,1,20,1,0,1,0,0,126,1,33,0,0,0,1,0,0,1,1,0,0,0,1,0,0,Google Tag Manager,1,0,0,0,0,0,0,0,0,optimized,optimized
82,23059,26d5b2bfac162b407c5b76946f4ae93c,188,336,"hochwasser","https://herzogtum-direkt.de/index.php/2021/07/18/hochwasser-in-nordrhein-westfalen-und-rheinland-pfalz-technische-einsatzhundertschaft-der-bundespolizeiabteilung-ratzeburg-verlegt/","https://herzogtum-direkt.de/","Google",2.225,1,0,30,1,1,113,1,0.909,0,0,1,0,3,0,0,0,5,1,0,0,1,0,1,0,1,0,2,172,1,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Google Analytics###Global Site Tag,2,0,0,0,0,0,0,0,0,probably_optimized,probably_not_optimized
82,22901,28207da1927c88e74dc157b94110ea6b,30,336,"hochwasser","https://www.wwf.de/themen-projekte/fluesse-seen/hochwasser/hochwasser","https://www.wwf.de/","Google",1.182,1,1,12,1,1,138,5,5.154,0,1,10,3,8,1,1,0,24,1,0,1,1,7,1,0,1,0,0,57,1,97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,23085,28e9492387cf8c1acfde41625fff2ff8,214,336,"hochwasser","https://www.johanniter.de/johanniter-unfall-hilfe/","https://www.johanniter.de/","Google",2.075,1,0,7,1,1,147,2,2.15,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,38,1,93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Google Tag Manager,1,0,0,0,0,0,0,0,0,optimized,probably_not_optimized
82,22889,2932b09f1126cc207301d9adf3fe3ff0,18,336,"hochwasser","https://www.hvz.baden-wuerttemberg.de/","https://www.hvz.baden-wuerttemberg.de/","Google",1.604,0,1,1,0,1,2,0,0.0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,1,0,0,26,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,22888,29b6d1a64d85bae354008813a37a34b6,17,336,"hochwasser","https://www.hnd.bayern.de/","https://www.hnd.bayern.de/","Google",3.228,0,1,9,0,1,287,2,100.0,0,0,4,1,2,1,0,0,4,1,0,0,0,0,0,0,1,0,0,14,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,22995,2a1fb13811f159aca3f23077d31c4c0d,124,336,"hochwasser","https://www.heise.de/tp/news/Hochwasser-Wo-wiederaufbauen-6144680.html","https://www.heise.de/","Google",4.369,1,1,7,1,1,19,7,9.09,0,0,14,2,5,0,0,0,9,1,1,1,1,12,1,0,1,0,0,58,1,77,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,optimized,optimized
82,22937,2a80cf66e934aa1848a2621466dde9d2,66,336,"hochwasser","https://www.presseportal.de/st/Hochwasser","https://www.presseportal.de/","Google",6.0120000000000005,1,1,18,1,1,175,16,3.555,0,0,8,11,2,1,0,0,28,1,0,0,1,0,0,1,1,0,2,29,1,450,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,optimized,optimized
82,23065,2be90a04d73ce27b465bc256e805b93f,194,336,"hochwasser","https://www.hotelvor9.de/local/park-hotel-in-ahrensburg-steht-zum-verkauf","https://www.hotelvor9.de/","Google",1.7409999999999999,1,0,8,1,1,32,1,25.0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,61,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Google Tag Manager,1,0,0,0,0,0,0,0,0,optimized,probably_not_optimized
82,22972,2c4dc61eac778fdcbe9b1d237c48ba56,101,336,"hochwasser","https://taz.de/Hochwasser-in-West--und-Sueddeutschland/!5787468/","https://taz.de/","Google",1.197,1,1,27,1,1,352,12,9.09,0,0,15,0,7,0,0,0,11,1,0,1,1,0,1,1,1,0,0,56,0,132,0,0,0,1,0,0,0,1,0,0,0,1,0,0,Piwik,1,0,0,0,0,0,0,0,0,optimized,optimized
82,22962,2d041b06bdaee1acfa372c0624cd38ee,91,336,"hochwasser","https://www.rosarium-uetersen.de/Bilder/Galerie-Hochwasser","https://www.rosarium-uetersen.de/","Google",2.67,0,1,49,1,1,101,1,2.702,0,0,1,1,0,0,0,0,24,1,0,0,1,0,0,0,1,0,2,46,1,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,probably_optimized,probably_optimized
82,22882,2d363db31569194294f82ee048c37129,11,336,"hochwasser","https://www.swr.de/swraktuell/rheinland-pfalz/live-blog-hochwasser-rlp-100.html","https://www.swr.de/","Google",1.9880000000000002,1,1,15,1,1,100,13,6.22,0,1,41,4,15,1,1,0,77,1,0,1,1,1,1,0,1,0,1,67,1,209,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,optimized,optimized
82,23043,2e2e0f1623a1a8e477d4328cdd336532,172,336,"hochwasser","https://www.uni-hamburg.de/newsroom/im-fokus/2020/0616-wakos-pm.html","https://www.uni-hamburg.de/","Google",5.257000000000001,0,0,45,1,1,84,2,2.222,0,0,2,1,1,0,0,0,4,1,0,1,0,0,1,1,1,0,2,56,1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_not_optimized
82,22893,301609297dd10632c178ea2afb7d26c1,22,336,"hochwasser","https://www.br.de/nachrichten/deutschland-welt/hochwasser-ticker-aktuelle-meldungen-zum-unwetter-in-deutschlandSdFZrEF","https://www.br.de/","Google",4.327,1,1,11,1,1,121,25,16.778,0,1,26,12,5,1,1,0,173,1,0,1,1,0,1,0,1,0,1,107,1,149,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,optimized,optimized
82,22879,31201ab63c957551cca3e1a598ea1a10,8,336,"hochwasser","https://www.golem.de/news/hochwasser-in-deutschland-ein-handy-hilft-aber-nicht-im-katastrophenfall-2107-158317.html","https://www.golem.de/","Google",6.269,0,1,53,1,1,221,8,5.442,0,1,17,4,8,1,1,0,15,1,1,1,1,14,1,0,1,0,0,103,1,147,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,optimized,optimized
82,22959,3150809595ca2e402e673aad5ecf8fdf,88,336,"hochwasser","https://www.dw.com/de/hochwasser-in-bayern-das-wird-wieder-passieren/a-58579231","https://www.dw.com/","Google",42.802,1,1,17,1,1,244,7,4.166,0,0,11,2,5,0,0,0,8,1,0,1,1,30,1,1,1,0,1,67,0,168,0,0,0,1,0,0,1,1,0,0,0,1,0,0,Google Analytics###Google Tag Manager###Global Site Tag,3,0,0,0,0,0,0,0,0,optimized,optimized
82,22905,31d923fcb3b47c8415703fbe5937c758,34,336,"hochwasser","https://www.faz.net/aktuell/gesellschaft/thema/hochwasser","https://www.faz.net/","Google",21.343000000000004,1,1,49,0,1,267,3,3.157,0,0,35,1,1,1,0,0,50,1,0,0,1,0,1,0,1,0,0,45,1,95,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,optimized,optimized
82,22923,330d1cb5a93655280a4a795793260f2b,52,336,"hochwasser","https://www.stern.de/panorama/wetter/hochwasser-in-deutschland--hier-koennen-sie-opfern-mit-spenden-helfen-30618268.html","https://www.stern.de/","Google",4.615,1,1,18,1,1,361,4,4.938,0,0,9,2,6,0,0,0,18,1,0,1,1,0,1,1,1,0,1,108,1,81,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,optimized,optimized
82,23069,33d7bf82fc1c98b5ece0e104093beace,198,336,"hochwasser","https://www.sparda-m.de/","https://www.sparda-m.de/","Google",4.7989999999999995,0,1,15,1,1,271,1,0.342,0,0,1,0,0,0,0,0,6,0,0,0,0,7,1,1,1,0,1,12,1,292,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,23068,34a78e50473e39734054399f305cbde0,197,336,"hochwasser","https://www.axa-betreuer.de/lohe-andersen-hamburg","https://www.axa-betreuer.de/","Google",4.289,1,1,32,1,1,63,3,7.692,0,0,3,0,0,0,0,0,4,0,0,0,0,1,1,0,1,0,0,37,1,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,23047,34d764d31dd09586c66cfc9ff353ab3a,176,336,"hochwasser","https://www.nordkurier.de/","https://www.nordkurier.de/","Google",3.023,1,1,22,0,1,140,0,0.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,14,1,255,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,optimized,optimized
82,22912,34d82a293d6900a1f2e0874ab6f881b6,41,336,"hochwasser","https://www.essen.de/essenaktuell/hochwasser.de.jsp","https://www.essen.de/","Google",6.515,0,0,33,1,1,224,6,12.5,0,0,12,2,0,0,0,0,42,1,0,0,1,2,1,1,1,0,2,39,1,48,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Piwik,1,0,0,0,0,0,0,0,0,optimized,optimized
82,23063,35373a23b6f013004802888f9cf883eb,192,336,"hochwasser","https://www.globus-baumarkt.de/","https://www.globus-baumarkt.de/","Google",5.36,1,1,8,1,1,934,10,1.766,0,0,27,1,0,0,0,0,9,0,0,0,0,58,1,0,1,0,1,19,1,566,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,optimized
82,22927,37357a7f1e72f2bcaa0546829b9a77c6,56,336,"hochwasser","https://www.sparkasse-koelnbonn.de/de/home/aktionen/Sofortkredit_Starkregen.html","https://www.sparkasse-koelnbonn.de/","Google",5.896,1,1,11,1,1,218,0,0.0,0,0,0,0,1,1,0,0,16,1,0,0,0,0,0,1,1,0,2,68,1,160,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,22911,398ef51cb2a9e0b8f63dd803857481d8,40,336,"hochwasser","https://www.fib-bund.de/Inhalt/Themen/Hochwasser/","https://www.fib-bund.de/","Google",1.776,0,1,3,1,1,65,2,5.128,0,0,2,2,0,0,0,0,6,1,0,0,1,0,0,1,1,0,2,37,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,probably_optimized,probably_optimized
82,22936,3b8fa27dabd062dac3cbc7eb84b74496,65,336,"hochwasser","https://www.volksfreund.de/blaulicht/hochwasser-mosel-trier-eifel-aktueller-liveticker-vom-donnerstag_aid-61341877","https://www.volksfreund.de/","Google",4.386,1,1,34,1,1,164,3,3.529,0,1,15,0,10,1,1,0,19,1,0,1,1,6,1,0,1,0,1,102,1,85,0,0,0,1,0,0,0,1,0,0,0,1,0,0,Google Tag Manager,1,0,0,0,0,0,0,0,0,optimized,optimized
82,23035,3b90795b3fead6eaa67a9192b54a363b,164,336,"hochwasser","https://wasser-uelzen.de/regionales-netzwerk-hochwasser/","https://wasser-uelzen.de/","Google",7.4110000000000005,1,1,8,1,1,60,2,3.174,0,1,6,0,4,0,1,0,8,1,0,1,1,0,1,0,1,0,1,48,1,63,1,0,0,1,0,0,0,0,0,0,0,0,0,0,WP Statistics,1,0,0,0,0,Yoast SEO Plugin,1,0,0,optimized,optimized
82,22892,3bc57d4e4649bd75317a22fec82a467e,21,336,"hochwasser","https://www.hlnug.de/themen/wasser/hochwasser","https://www.hlnug.de/","Google",2.984,0,1,23,1,1,380,27,15.0,0,0,113,13,2,1,0,0,40,1,0,0,1,0,0,0,1,0,2,33,1,180,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,22991,3e2545b34e53ac520510651f046d7776,120,336,"hochwasser","https://www.hafen-hamburg.de/de/gezeiten/","https://www.hafen-hamburg.de/","Google",3.623,1,1,10,1,1,105,1,2.38,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,29,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,probably_optimized,probably_optimized
82,22877,3ea75017a1afb7a68cb7bb1e0babea22,6,336,"hochwasser","https://www.swr.de/swraktuell/rheinland-pfalz/sollte-man-nach-dem-hochwasser-gefaehrdete-flaechen-frei-lassen-100.html","https://www.swr.de/","Google",1.103,1,1,86,1,1,301,10,5.208,0,0,39,1,3,0,0,0,46,1,0,0,1,2,1,0,1,0,1,106,1,192,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,optimized,optimized
82,22990,41ca745871fb400f6c9501afcd554511,119,336,"hochwasser","https://www.honerkamp.net/","https://www.honerkamp.net/","Google",0.7020000000000001,0,1,4,1,1,93,11,28.205,0,0,12,6,1,0,0,0,10,1,0,0,0,0,0,0,1,0,24,14,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,probably_optimized,probably_optimized
82,22975,41cdf01f6a0cffc9c57952c1353a7ebb,104,336,"hochwasser","https://www.n-tv.de/panorama/Die-Todesnachrichten-nehmen-kein-Ende-article22690590.html","https://www.n-tv.de/","Google",4.87,1,1,92,1,1,331,9,6.206,0,1,9,1,5,1,1,0,9,1,0,0,0,0,1,1,1,0,1,75,1,145,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,optimized,optimized
82,23089,421ddc61eeb12ae4dd0565fda83e0913,218,336,"hochwasser","https://www.debeka.de/","https://www.debeka.de/","Google",5.561,0,1,17,1,1,184,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,10,1,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,23070,44dba0db2e828dbedadb066b9213c6f6,199,336,"hochwasser","https://www.devk.de/","https://www.devk.de/","Google",1.197,1,1,11,1,1,230,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,8,1,103,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,22909,49e6766b46d766c7ea55a1dd6c103b85,38,336,"hochwasser","https://www.aktionsbuendnis-katastrophenhilfe.de/hochwasser-in-deutschland","https://www.aktionsbuendnis-katastrophenhilfe.de/","Google",3.023,1,1,6,1,1,29,4,50.0,0,0,5,1,1,0,0,0,3,1,0,1,1,0,1,0,1,0,1,62,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,probably_optimized,probably_optimized
